        TIME                    X      Y      RAWX   RAWY   DETX   DETY
        s                       pixel  pixel  pixel  pixel  pixel  pixel
    503   4.729406762964516E+08    330   -607    142    504    143    505
    504   4.729406788037918E+08    100   -666    379    515    380    516
    505   4.729406788037918E+08     39   -884    501    326    502    327
    506   4.729406788037918E+08    139   -819    387    358    388    359
    507   4.729406788037918E+08    349   -741    163    370    164    371
    508   4.729406788037918E+08    275   -629    201    499    202    500
    509   4.729406788037918E+08    314   -803    215    321    216    322
    510   4.729406788037918E+08     91   -844    440    348    441    349
    511   4.729406788037918E+08    389   -950    187    159    188    160
    512   4.729406788037918E+08    167   -994    412    183    413    184
    513   4.729406813110716E+08    530   -937     48    129     49    130
    514   4.729406813110716E+08  -8192   -795    514    423    515    424
    515   4.729406813110716E+08    148   -733    353    437    354    438
    516   4.729406813110716E+08    530   -957     55    110     56    111
    517   4.729406813110716E+08    100   -666    379    515    380    516
    518   4.729406813110716E+08    264   -861    280    281    281    282
    519   4.729406813110716E+08    -41   -885    578    349    579    350
    520   4.729406813110716E+08    434  -1005    160     93    161     94
    521   4.729406813110716E+08    259  -1106    357     48    358     49
    522   4.729406838183917E+08    202   -604    264    545    265    546
    523   4.729406838183917E+08     79  -1117    533     92    534     93
    524   4.729406838183917E+08    475   -853     76    225     77    226
    525   4.729406838183917E+08    201   -712    296    441    297    442
    526   4.729406838183917E+08    443   -947    135    145    136    146
    527   4.729406838183917E+08    135  -1004    446    183    447    184
    528   4.729406863257317E+08    237   -796    287    351    288    352
    529   4.729406863257317E+08    132   -605    330    564    331    565
    530   4.729406863257317E+08    186   -563    267    588    268    589
    531   4.729406863257317E+08    142   -838    390    338    391    339
    532   4.729406863257317E+08    366  -1066    244     55    245     56
    533   4.729406863257317E+08    156   -857    383    316    384    317
    534   4.729406863257317E+08     48  -1037    538    177    539    178
    535   4.729406888330317E+08    105  -1068    493    130    494    131
    536   4.729406888330317E+08    164  -1080    441    100    442    101
    537   4.729406888330317E+08    266   -637    212    494    213    495
    538   4.729406888330317E+08    447   -694     56    386     57    387
    539   4.729406888330317E+08    330   -607    142    504    143    505
    540   4.729406913403517E+08    358   -679    137    427    138    428
    541   4.729406913403517E+08    -55   -875    590    362    591    363
    542   4.729406913403517E+08    525   -938     54    130     55    131
    543   4.729406913403517E+08    141  -1077    461    110    462    111
    544   4.729406913403517E+08    420   -842    126    252    127    253
    545   4.729406913403517E+08    298   -943    273    192    274    193
    546   4.729406913403517E+08    366   -846    179    265    180    266
    547   4.729406913403517E+08    392   -979    193    130    194    131
    548   4.729406938476716E+08    501   -922     72    152     73    153
    549   4.729406938476716E+08    186   -563    267    588    268    589
    550   4.729406938476716E+08    439   -874    117    216    118    217
    551   4.729406938476716E+08     77   -800    442    394    443    395
    552   4.729406938476716E+08    110  -1084    493    114    494    115
    553   4.729406938476716E+08    524   -975     66     95     67     96
    554   4.729406938476716E+08    139   -819    387    358    388    359
    555   4.729406938476716E+08     76   -688    409    501    410    502
    556   4.729406963550118E+08    390   -841    154    263    155    264
    557   4.729406963550118E+08    501   -922     72    152     73    153
    558   4.729406963550118E+08    225   -721    276    426    277    427
    559   4.729406963550118E+08    100   -666    379    515    380    516
    560   4.729406963550118E+08    422   -887    137    209    138    210
    561   4.729406988622917E+08    374   -991    213    124    214    125
    562   4.729406988622917E+08    400   -907    164    196    165    197
    563   4.729406988622917E+08    154  -1086    452     98    453     99
    564   4.729406988622917E+08     23   -901    522    314    523    315
    565   4.729406988622917E+08    496   -960     88    117     89    118
    566   4.729406988622917E+08    356   -783    169    328    170    329
    567   4.729407013696317E+08     65   -763    442    433    443    434
    568   4.729407013696317E+08    350   -741    163    370    164    371
    569   4.729407013696317E+08     47  -1001    528    212    529    213
    570   4.729407013696317E+08    465   -982    124    105    125    106
    571   4.729407013696317E+08    190   -731    313    427    314    428
    572   4.729407013696317E+08    115  -1010    466    182    467    183
    573   4.729407038769516E+08    -65   -846    590    393    591    394
    574   4.729407038769516E+08    363   -619    114    482    115    483
    575   4.729407038769516E+08    131   -675    352    497    353    498
    576   4.729407038769516E+08    115   -795    403    388    404    389
    577   4.729407038769516E+08    357   -783    169    328    170    329
    578   4.729407038769516E+08    194  -1041    400    129    401    130
    579   4.729407038769516E+08    448   -841     99    245    100    246
    580   4.729407038769516E+08    202   -712    296    441    297    442
    581   4.729407038769516E+08    132   -604    330    564    331    565
    582   4.729407063842917E+08    264   -860    280    281    281    282
    583   4.729407063842917E+08    477   -719     35    353     36    354
    584   4.729407063842917E+08    248   -863    297    283    298    284
    585   4.729407088915717E+08    210   -906    345    253    346    254
    586   4.729407088915717E+08    394   -852    154    250    155    251
    587   4.729407088915717E+08    140   -818    387    358    388    359
    588   4.729407113989117E+08    279   -920    283    219    284    220
    589   4.729407113989117E+08    379  -1061    230     55    231     56
    590   4.729407113989117E+08    470   -661     24    410     25    411
    591   4.729407113989117E+08    -58   -829    577    407    578    408
    592   4.729407139062317E+08    132   -889    415    292    416    293
    593   4.729407139062317E+08    439   -874    117    216    118    217
    594   4.729407139062317E+08     72   -638    397    550    398    551
    595   4.729407164135317E+08    185   -709    311    450    312    451
    596   4.729407164135317E+08    161   -752    346    415    347    416
    597   4.729407164135317E+08    263   -861    280    281    281    282
    598   4.729407164135317E+08    445  -1046    162     50    163     51
    599   4.729407164135317E+08    124  -1061    473    131    474    132
    600   4.729407164135317E+08     86   -850    447    343    448    344
    601   4.729407164135317E+08    314   -803    215    321    216    322
    602   4.729407164135317E+08    270   -612    201    517    202    518
    603   4.729407164135317E+08    134  -1003    446    183    447    184
    604   4.729407164135317E+08    -12   -706    498    511    499    512
    605   4.729407164135317E+08    407   -688     92    403     93    404
    606   4.729407164135317E+08    439   -874    117    216    118    217
    607   4.729407164135317E+08    119   -583    336    589    337    590
    608   4.729407164135317E+08    294   -574    167    545    168    546
